gene_set	p-value	q-value	enrich_description
PRC2_EZH2_UP.V1_DN	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'MST1R;CORO1A;NPR3;CYB5B')
GATA_Q6	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'PVRL2;BSN;KCNK3;SIX1')
FOXJ2_01	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'SLC39A8;FEN1;HOXA11;CELF4')
GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'IRF4;IP6K1;SGK223;CSF2')
GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_DN	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'ZNF629;SLC22A2;ALDH2;SBK1')
GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'RBM6;D2HGDH;NR1H3;SLC22A2')
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_TRANS	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'SBNO1;C18orf8;MKLN1;EIF2B4')
GSE6674_ANTI_IGM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'LSP1;CEP120;IKZF3;TCTA')
GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'ZBTB38;CCND2;PPA2;SETD8')
GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'RP1;ZNF629;SMARCA4;PHTF1')
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'RBM6;MKLN1;NCOA6;WNT2B')
GROSS_HYPOXIA_VIA_ELK3_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'TNRC6A;SLC19A2;GPX1;SLC9A3R2')
GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'IFT172;SH2B1;APOBR;NHLRC2')
GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_DN	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'SULT1A1;CORO1A;MSRA;FEN1')
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'PTPN22;CMIP;RERE;INO80E')
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_IL23_TREATED_CD4_TCELL_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'NUPR1;BANK1;IGF2R;FAM167A')
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'RREB1;PTPN22;CCND2;ZNF276')
GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'SLC22A3;CADM2;SLC22A2;PITX2')
GSE3982_BCELL_VS_TH1_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'STAT6;PDLIM4;ALDH2;TCTA')
GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_CORTICOSTERONE_TREATED_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'TOMM6;ITCH;JMJD1C;SLC19A2')
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TREG_CD4_TCELL_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'MAPKAPK5;APOB;MTMR9;PTPRJ')
GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'IL33;FANCA;ERP29;TSLP')
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_DN	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'TP53;NT5C2;AKTIP;ATP1B1')
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	0.03640987671012505	0.08695580633215519	(17776, 158, 140, 4, 'FDFT1;TRIM27;GTF2B;TRA2B')
chr6q21	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'LIN28B;LACE1;FOXO3')
ZHAN_MULTIPLE_MYELOMA_MF_DN	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'PTCH1;ALDH2')
LUI_THYROID_CANCER_PAX8_PPARG_UP	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'SEPT9;SERPINA1')
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'CCND2;ATP1B1')
PID_HNF3A_PATHWAY	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'APOB;SERPINA1')
PENG_GLUCOSE_DEPRIVATION_UP	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'CORO1A;CLCN6')
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'ADCY3;GNAT1')
YAP1_UP	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'PTPMT1;FAM167A')
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'IRF4;IRF1')
KANG_DOXORUBICIN_RESISTANCE_UP	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'NCAPG;NQO1')
LEONARD_HYPOXIA	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'P4HA2;ALDOA')
BIOCARTA_INTEGRIN_PATHWAY	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'MAPK3;RHOA')
PARK_HSC_AND_MULTIPOTENT_PROGENITORS	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'TP53;SMARCE1')
REACTOME_FRS2_MEDIATED_CASCADE	0.03658479244582676	0.08709648058925423	(17776, 158, 34, 2, 'MAPK3;FGF5')
GAVIN_FOXP3_TARGETS_CLUSTER_P4	0.03665754113312156	0.08723195775692906	(17776, 158, 82, 3, 'IL1RL1;IL1RL2;BACH2')
GSE36095_WT_VS_HDAC9_KO_TREG_DN	0.03665754113312156	0.08723195775692906	(17776, 158, 82, 3, 'FADS2;IL27;CDK10')
GSE9037_CTRL_VS_LPS_1H_STIM_BMDM_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'AAGAB;USP49;KBTBD4;FOXO3')
GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'MAPK3;UBA7;MYL2;ALDH2')
BOQUEST_STEM_CELL_UP	0.037063673043723405	0.0876495036720448	(17776, 158, 206, 5, 'ADH1B;LRP1;EFEMP1;APOE;SLC22A3')
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'SMAD3;RHOA;TP53;CCR7')
GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'ITCH;TCF7L2;AMT;FES')
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_MAC_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'MAPK3;ADCY3;EIF2B4;FEN1')
GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'JAZF1;MSRA;ATP1B1;CLN3')
GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'SMAD3;NCOA6;IGF2R;IRF1')
GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'THADA;BCAM;SLC38A3;JMJD1C')
HALLMARK_GLYCOLYSIS	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'PAM;GMPPB;P4HA2;ALDOA')
GSE17721_CTRL_VS_LPS_12H_BMDC_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'MST1R;PVRL2;PDLIM4;FAM184B')
GSE411_UNSTIM_VS_100MIN_IL6_STIM_MACROPHAGE_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'RREB1;ZNF629;AP4B1;RBL2')
GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'IL18RAP;IL18R1;PHB;NUP160')
GSE14308_TH2_VS_INDUCED_TREG_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CEP250;PPP6R3;RPS26;FOXO3')
GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CDK6;PTCH1;SEPT9;FES')
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'IL18RAP;C5orf56;ZNF831;MAPK3')
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'ACP2;PAM;DAG1;CHMP1A')
GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'FGF5;PML;IRF1;TRAFD1')
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'C16orf3;PTPRJ;FLG;RAB5B')
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'FNBP4;PTPRJ;PDLIM4;ZNF276')
GSE7852_LN_VS_THYMUS_TCONV_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'IL18R1;LDLR;BANK1;ALDOA')
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CDHR4;GAL;ATP1B1;TRAFD1')
GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CDK6;DCLRE1B;CORO1A;TCF4')
GSE37301_CD4_TCELL_VS_RAG2_KO_NK_CELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'BUD13;MON1A;FAM114A1;GPX1')
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CNNM2;ERP29;KRTCAP3;SEPT9')
GSE17721_POLYIC_VS_CPG_24H_BMDC_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'RREB1;TMEM219;PDLIM4;MLXIP')
GSE37301_RAG2_KO_VS_RAG2_AND_ETS1_KO_NK_CELL_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CPS1;HOXA11;APOA5;ANAPC4')
GSE13306_RA_VS_UNTREATED_TCONV_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'IL18R1;PKN2;EXD1;BUD13')
GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'BACH2;SH2B3;HIRIP3;ALDOA;MFHAS1')
GSE17721_LPS_VS_POLYIC_8H_BMDC_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'IRF4;CDKN2B;TRPC4AP;NFAT5')
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CELSR2;GAS8;CHRNB4;NT5C2')
GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'SETD8;ATXN2L;ZNF652;CELF4')
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CPS1;SUOX;SBNO1;SURF4')
GSE8921_3H_VS_24H_TLR1_2_STIM_MONOCYTE_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CDK6;PAM;TRPC4AP;FADS2')
GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'NUPR1;TCF7L2;TLR1;APOE')
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'UBA7;CCND2;RERE;CCR7')
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'IKZF4;LRP1;AAGAB;FURIN')
GSE7460_CD8_TCELL_VS_TREG_ACT_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'ACAD10;FNBP4;PTPN22;TRAFD1')
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CNNM2;RPL6;APOBR;MAPK3')
GSE13229_MATURE_VS_INTMATURE_NKCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'TNKS;CHRNA3;RBL2;MFHAS1')
GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'SH2B3;EXOC2;IRF1;TRAFD1')
GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'IL1RL1;RABEP2;RERE;TLR1')
GSE4142_PLASMA_CELL_VS_GC_BCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'CCDC101;JAZF1;NQO1;MLXIP')
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'TUFM;RPS26;D2HGDH;IREB2')
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_WITH_IFNA_STIM_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'FADS2;SUOX;MAPKAPK5;GPX1')
GSE8515_IL1_VS_IL6_4H_STIM_MAC_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'MAPKAPK5;TCF7L2;MAP3K4;CCR7')
GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'IL18R1;FOXO3;MLXIP;ZNF259')
GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'ITCH;BANK1;MAP3K4;TRAIP')
GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN	0.03722298453411001	0.0876495036720448	(17776, 158, 141, 4, 'ACAD10;ERP29;TLR6;PTPRJ')
RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_UP	0.037791708813750206	0.08895064953319748	(17776, 158, 83, 3, 'NCAPG;CELF1;NSF')
RB_DN.V1_DN	0.037791708813750206	0.08895064953319748	(17776, 158, 83, 3, 'IL33;WNT3;FURIN')
GSE27786_NKTCELL_VS_MONO_MAC_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'MST1R;CHRNA5;ASPHD1;TLR1')
GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'GAS8;ERP29;SEPT9;CLCN6')
GSE30083_SP1_VS_SP3_THYMOCYTE_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'TCF4;RAPSN;TCF7L2;SMARCE1')
GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'FADS2;NPC1;KIAA1199;BCL3')
GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'CDK6;PAM;ITCH;CLPTM1L')
GSE37301_MULTIPOTENT_PROGENITOR_VS_GRAN_MONO_PROGENITOR_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'UBA7;PML;IRF1;TRAFD1')
GSE8868_SPLEEN_VS_INTESTINE_CD11B_POS_CD11C_NEG_DC_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'RIOK3;CORO1A;JAZF1;IREB2')
GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'SLC22A3;CCND2;LCORL;CLN3')
GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'TRAIP;PTPN11;ANAPC4;SLC22A5')
GSE4142_GC_BCELL_VS_MEMORY_BCELL_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'SBK1;SMARCE1;BSN;CLN3')
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'TMEM219;DOC2A;MC1R;ACSL6;FDFT1')
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'MPHOSPH9;INO80;RBM6;INO80E')
GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'SLC22A5;ERI1;NHLRC2;SURF4')
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'PSMA4;MAPT;TCF7L2;SLC22A5')
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'CELSR2;KIAA1199;TRA2B;ALDOA')
GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'TCHHL1;WNT3;CUX2;FOXO3')
GSE23925_DARK_ZONE_VS_NAIVE_BCELL_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'CELF1;IL1RL1;AKTIP;CCR7')
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'KRTCAP3;SGK223;AGBL2;CCR7')
GSE17721_CTRL_VS_POLYIC_4H_BMDC_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'FDFT1;MAPK3;OGFOD2;CLCN6')
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'GPN1;NR1H3;WNT2B;HMGA2')
GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_UP	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'SUOX;SLC22A4;GPX1;CDK10')
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	0.038046512032085276	0.08913129908729103	(17776, 158, 142, 4, 'MAPK3;GAL;CSF2;MSRA')
MULLIGHAN_MLL_SIGNATURE_2_UP	0.03815299019453269	0.08936173564704138	(17776, 158, 278, 6, 'KCTD13;IGF2R;CLN3;FES;HIRIP3;ARHGEF40;APOBR;PTPN22')
GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'ACP2;IKZF3;IGF2R;TRAFD1')
GSE8835_HEALTHY_VS_CLL_CD4_TCELL_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'SULT1A1;APOE;CCND2;TCF7L2')
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'SLC19A2;RBM5;INO80;NOS3')
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'PMEL;NPR3;MAP3K4;GMPPB')
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'SMARCE1;SH2B1;ZNF652;AMT')
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'SEMA3F;HHIP;ARHGEF40;ATP1B1')
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'BUD13;RBM6;HIRIP3;FTO')
BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'MSRA;CUX2')
BIOCARTA_ALK_PATHWAY	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'MYL2;GATA4')
CATGTAA_MIR496	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'BACH2;PPP6R3;PTPN11;RSBN1')
HALLMARK_E2F_TARGETS	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'TP53;DCLRE1B;TRA2B;CDKN2A')
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'UBA7;SERPINA1')
PID_ER_NONGENOMIC_PATHWAY	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'RHOA;NOS3')
GSE20715_0H_VS_48H_OZONE_LUNG_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'NPR3;MTCH2;REXO4;FEN1')
MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'CORO1A;LIN28B')
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'EXOC2;BCKDK;NCOA6;RAB5B')
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'MPHOSPH9;CENPW;CCR7;TRAFD1')
ST_JNK_MAPK_PATHWAY	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'TP53;MAP3K4')
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'CMIP;F5;GPX1;ATP1B1')
GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'CELF1;BACH2;STAT6;ZNF512')
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'SULT1A1;UBA7;MAN2A2;PKN2')
GSE2826_WT_VS_XID_BCELL_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'PTCH1;P4HA2;ATP1B1;CELF4')
ST_T_CELL_SIGNAL_TRANSDUCTION	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'NFAT5;DAG1')
GSE13306_RA_VS_UNTREATED_TREG_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'CELSR2;IL18R1;GNAT1;CELF4')
GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'MST1R;EXOC2;IRF1;TRAFD1')
HALLMARK_HYPOXIA	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'FOXO3;PAM;P4HA2;ALDOA')
GSE2706_UNSTIM_VS_2H_LPS_DC_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'IL18RAP;LDLR;PML;IRF1')
chr15q22	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'AAGAB;PML')
GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4_KO_BCELL_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'L3MBTL3;GNAT1;FLG;IGF2R')
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'CADM2;PVRL2')
GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'IRF4;NQO1;ERBB3;APOB')
PEDRIOLI_MIR31_TARGETS_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'PMEL;IKZF4;CORO1A;PLCE1')
GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_KO_LIVER_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'TCF4;APOE;C11orf30;CELF4')
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'SETD1A;SBK1;FAM109A;NFAT5')
LIU_TARGETS_OF_VMYB_VS_CMYB_DN	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'CSF2;PTPRJ')
GSE360_L_DONOVANI_VS_T_GONDII_DC_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'CHRNA5;SIX1;NUP160;FADS1')
RADAEVA_RESPONSE_TO_IFNA1_UP	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'PHB;IRF1')
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'CDK6;MLXIP')
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'CEP250;PAM;CMIP;IP6K1')
