Subgraph	Loci	Num_of_clumps	Gene_list	Num_of_genes	Num_of_SNPs	Num_of_nodes Phens	
6_14_21_33_34_36_73_85_110_119_154_155	clump0	1	ATXN2	1	2	12	(6)Smoking status: Previous; (21)Impedance of arm (right); (119)Illnesses of siblings: High blood pressure; (110)Treatment/medication code: thyroxine product; (33)Non-cancer illness code, self-reported: hypertension; (36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above; (73)Medication for cholesterol, blood pressure or diabetes: None of the above; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above; (154)Birth weight of first child; (21)Weight; (36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema; (21)Impedance of arm (left); (21)Trunk predicted mass; (33)Vascular/heart problems diagnosed by doctor: None of the above; (119)Medication for cholesterol, blood pressure or diabetes: Blood pressure medication; (21)Arm predicted mass (left); (34)Illnesses of father: Heart disease; (34)Diagnoses - main ICD10: I21 Acute myocardial infarction; (21)Leg fat-free mass (right); (21)Arm predicted mass (right); (6)Past tobacco smoking; (85)Illnesses of siblings: None of the above (group 1); (14)Number of treatments/medications taken; (33)Vascular/heart problems diagnosed by doctor: High blood pressure; (14)Taking other prescription medications; (21)Whole body water mass; (21)Leg predicted mass (right); (36)Non-cancer illness code, self-reported: hypothyroidism/myxoedema; (36)Treatment/medication code: levothyroxine sodium; (155)Mean time to correctly identify matches; (21)Standing height; (21)Impedance of whole body; (21)Leg predicted mass (left); (21)Comparative height size at age 10; (21)Arm fat-free mass (right); (14)Number of self-reported non-cancer illnesses; (33)Diastolic blood pressure, automated reading; (21)Basal metabolic rate; (21)Hip circumference; (34)Non-cancer illness code, self-reported: heart attack/myocardial infarction; (85)Treatment/medication code: atenolol; (21)Arm fat-free mass (left); (21)Trunk fat-free mass; (33)Systolic blood pressure, automated reading; (21)Whole body fat-free mass; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication; (21)Leg fat-free mass (left); (154)Birth weight
6_14_21_33_36_85_110_119_154	clump0	1	MAPKAPK5-AS1; SH2B3; ATXN2; ALDH2; BRAP; FAM109A	6	13	9	(6)Smoking status: Previous; (21)Impedance of arm (right); (119)Illnesses of siblings: High blood pressure; (110)Treatment/medication code: thyroxine product; (33)Non-cancer illness code, self-reported: hypertension; (36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above; (73)Medication for cholesterol, blood pressure or diabetes: None of the above; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above; (154)Birth weight of first child; (21)Weight; (36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema; (21)Impedance of arm (left); (21)Trunk predicted mass; (33)Vascular/heart problems diagnosed by doctor: None of the above; (119)Medication for cholesterol, blood pressure or diabetes: Blood pressure medication; (21)Arm predicted mass (left); (34)Illnesses of father: Heart disease; (34)Diagnoses - main ICD10: I21 Acute myocardial infarction; (21)Leg fat-free mass (right); (21)Arm predicted mass (right); (6)Past tobacco smoking; (85)Illnesses of siblings: None of the above (group 1); (14)Number of treatments/medications taken; (33)Vascular/heart problems diagnosed by doctor: High blood pressure; (14)Taking other prescription medications; (21)Whole body water mass; (21)Leg predicted mass (right); (36)Non-cancer illness code, self-reported: hypothyroidism/myxoedema; (36)Treatment/medication code: levothyroxine sodium; (155)Mean time to correctly identify matches; (21)Standing height; (21)Impedance of whole body; (21)Leg predicted mass (left); (21)Comparative height size at age 10; (21)Arm fat-free mass (right); (14)Number of self-reported non-cancer illnesses; (33)Diastolic blood pressure, automated reading; (21)Basal metabolic rate; (21)Hip circumference; (34)Non-cancer illness code, self-reported: heart attack/myocardial infarction; (85)Treatment/medication code: atenolol; (21)Arm fat-free mass (left); (21)Trunk fat-free mass; (33)Systolic blood pressure, automated reading; (21)Whole body fat-free mass; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication; (21)Leg fat-free mass (left); (154)Birth weight
14_21_33_36_85_110_119_154_155	clump0; clump5	2	PTPN11; NAA25; ATXN2	3	5	9	(6)Smoking status: Previous; (21)Impedance of arm (right); (119)Illnesses of siblings: High blood pressure; (110)Treatment/medication code: thyroxine product; (33)Non-cancer illness code, self-reported: hypertension; (36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above; (73)Medication for cholesterol, blood pressure or diabetes: None of the above; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above; (154)Birth weight of first child; (21)Weight; (36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema; (21)Impedance of arm (left); (21)Trunk predicted mass; (33)Vascular/heart problems diagnosed by doctor: None of the above; (119)Medication for cholesterol, blood pressure or diabetes: Blood pressure medication; (21)Arm predicted mass (left); (34)Illnesses of father: Heart disease; (34)Diagnoses - main ICD10: I21 Acute myocardial infarction; (21)Leg fat-free mass (right); (21)Arm predicted mass (right); (6)Past tobacco smoking; (85)Illnesses of siblings: None of the above (group 1); (14)Number of treatments/medications taken; (33)Vascular/heart problems diagnosed by doctor: High blood pressure; (14)Taking other prescription medications; (21)Whole body water mass; (21)Leg predicted mass (right); (36)Non-cancer illness code, self-reported: hypothyroidism/myxoedema; (36)Treatment/medication code: levothyroxine sodium; (155)Mean time to correctly identify matches; (21)Standing height; (21)Impedance of whole body; (21)Leg predicted mass (left); (21)Comparative height size at age 10; (21)Arm fat-free mass (right); (14)Number of self-reported non-cancer illnesses; (33)Diastolic blood pressure, automated reading; (21)Basal metabolic rate; (21)Hip circumference; (34)Non-cancer illness code, self-reported: heart attack/myocardial infarction; (85)Treatment/medication code: atenolol; (21)Arm fat-free mass (left); (21)Trunk fat-free mass; (33)Systolic blood pressure, automated reading; (21)Whole body fat-free mass; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication; (21)Leg fat-free mass (left); (154)Birth weight
14_21_33_36_85_110_119_154	clump0; clump5	2	MAPKAPK5-AS1; SH2B3; ATXN2; PTPN11; ALDH2; TRAFD1; HECTD4; BRAP; FAM109A; NAA25	10	20	8	(6)Smoking status: Previous; (21)Impedance of arm (right); (119)Illnesses of siblings: High blood pressure; (110)Treatment/medication code: thyroxine product; (33)Non-cancer illness code, self-reported: hypertension; (36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above; (73)Medication for cholesterol, blood pressure or diabetes: None of the above; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above; (154)Birth weight of first child; (21)Weight; (36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema; (21)Impedance of arm (left); (21)Trunk predicted mass; (33)Vascular/heart problems diagnosed by doctor: None of the above; (119)Medication for cholesterol, blood pressure or diabetes: Blood pressure medication; (21)Arm predicted mass (left); (34)Illnesses of father: Heart disease; (34)Diagnoses - main ICD10: I21 Acute myocardial infarction; (21)Leg fat-free mass (right); (21)Arm predicted mass (right); (6)Past tobacco smoking; (85)Illnesses of siblings: None of the above (group 1); (14)Number of treatments/medications taken; (33)Vascular/heart problems diagnosed by doctor: High blood pressure; (14)Taking other prescription medications; (21)Whole body water mass; (21)Leg predicted mass (right); (36)Non-cancer illness code, self-reported: hypothyroidism/myxoedema; (36)Treatment/medication code: levothyroxine sodium; (155)Mean time to correctly identify matches; (21)Standing height; (21)Impedance of whole body; (21)Leg predicted mass (left); (21)Comparative height size at age 10; (21)Arm fat-free mass (right); (14)Number of self-reported non-cancer illnesses; (33)Diastolic blood pressure, automated reading; (21)Basal metabolic rate; (21)Hip circumference; (34)Non-cancer illness code, self-reported: heart attack/myocardial infarction; (85)Treatment/medication code: atenolol; (21)Arm fat-free mass (left); (21)Trunk fat-free mass; (33)Systolic blood pressure, automated reading; (21)Whole body fat-free mass; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication; (21)Leg fat-free mass (left); (154)Birth weight
3_11_21_33_36_202	clump51	1	PITPNM2; CDK2AP1; MPHOSPH9; SBNO1	4	25	6	(36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above; (21)Trunk predicted mass; (3)Age completed full time education; (21)Arm predicted mass (left); (3)Time spent watching television (TV); (21)Leg fat-free mass (right); (11)Qualifications: College or University degree; (21)Arm predicted mass (right); (21)Sitting height; (21)Whole body water mass; (21)Leg predicted mass (right); (21)Leg predicted mass (left); (21)Standing height; (3)Qualifications: A levels/AS levels or equivalent; (3)Qualifications: None of the above; (21)Comparative height size at age 10; (21)Arm fat-free mass (right); (33)Diastolic blood pressure, automated reading; (21)Basal metabolic rate; (21)Arm fat-free mass (left); (21)Trunk fat-free mass; (21)Whole body fat-free mass; (202)Qualifications: O levels/GCSEs or equivalent; (21)Leg fat-free mass (left)
3_11_21_33_202	clump51	1	PITPNM2; CDK2AP1; MPHOSPH9; SBNO1	4	26	5	(36)Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above; (21)Trunk predicted mass; (3)Age completed full time education; (21)Arm predicted mass (left); (3)Time spent watching television (TV); (21)Leg fat-free mass (right); (11)Qualifications: College or University degree; (21)Arm predicted mass (right); (21)Sitting height; (21)Whole body water mass; (21)Leg predicted mass (right); (21)Leg predicted mass (left); (21)Standing height; (3)Qualifications: A levels/AS levels or equivalent; (3)Qualifications: None of the above; (21)Comparative height size at age 10; (21)Arm fat-free mass (right); (33)Diastolic blood pressure, automated reading; (21)Basal metabolic rate; (21)Arm fat-free mass (left); (21)Trunk fat-free mass; (21)Whole body fat-free mass; (202)Qualifications: O levels/GCSEs or equivalent; (21)Leg fat-free mass (left)
11_21_24_40_159	clump1	1	SERPINA1	1	2	5	(21)Whole body water mass; (21)Impedance of arm (right); (159)Forced expiratory volume in 1-second (FEV1), predicted; (21)Impedance of whole body; (21)Standing height; (21)Comparative height size at age 10; (40)Non-cancer illness code, self-reported: cholelithiasis/gall stones; (21)Whole body fat-free mass; (21)Basal metabolic rate; (24)Illnesses of father: Chronic bronchitis/emphysema; (11)Forced vital capacity (FVC), Best measure; (21)Impedance of arm (left); (11)Forced vital capacity (FVC); (21)Trunk predicted mass; (21)Sitting height; (21)Trunk fat-free mass; (34)Illnesses of father: Heart disease
11_21_24_34_40_159	clump1	1	SERPINA1	1	1	6	(21)Whole body water mass; (21)Impedance of arm (right); (159)Forced expiratory volume in 1-second (FEV1), predicted; (21)Impedance of whole body; (21)Standing height; (21)Comparative height size at age 10; (40)Non-cancer illness code, self-reported: cholelithiasis/gall stones; (21)Whole body fat-free mass; (21)Basal metabolic rate; (24)Illnesses of father: Chronic bronchitis/emphysema; (11)Forced vital capacity (FVC), Best measure; (21)Impedance of arm (left); (11)Forced vital capacity (FVC); (21)Trunk predicted mass; (21)Sitting height; (21)Trunk fat-free mass; (34)Illnesses of father: Heart disease
25_33_34_73_85_119	clump46	1	FES; FURIN; BLM	3	16	6	(119)Medication for cholesterol, blood pressure or diabetes: Blood pressure medication; (34)Illnesses of father: None of the above (group 1); (85)Illnesses of father: High blood pressure; (119)Illnesses of siblings: High blood pressure; (25)Illnesses of mother: None of the above (group 1); (119)Illnesses of mother: High blood pressure; (73)Medication for cholesterol, blood pressure or diabetes: None of the above; (33)Non-cancer illness code, self-reported: hypertension; (33)Systolic blood pressure, automated reading; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication; (154)Birth weight of first child; (33)Diastolic blood pressure, automated reading; (33)Vascular/heart problems diagnosed by doctor: None of the above; (85)Treatment/medication code: atenolol; (33)Vascular/heart problems diagnosed by doctor: High blood pressure; (34)Illnesses of father: Heart disease
25_33_34_73_85_119_154	clump46	1	FES; FURIN	2	11	7	(119)Medication for cholesterol, blood pressure or diabetes: Blood pressure medication; (34)Illnesses of father: None of the above (group 1); (85)Illnesses of father: High blood pressure; (119)Illnesses of siblings: High blood pressure; (25)Illnesses of mother: None of the above (group 1); (119)Illnesses of mother: High blood pressure; (73)Medication for cholesterol, blood pressure or diabetes: None of the above; (33)Non-cancer illness code, self-reported: hypertension; (33)Systolic blood pressure, automated reading; (119)Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication; (154)Birth weight of first child; (33)Diastolic blood pressure, automated reading; (33)Vascular/heart problems diagnosed by doctor: None of the above; (85)Treatment/medication code: atenolol; (33)Vascular/heart problems diagnosed by doctor: High blood pressure; (34)Illnesses of father: Heart disease
8_14_21_33_43_174_181	clump37	1	FTO	1	97	7	(21)Impedance of arm (right); (21)Body mass index (BMI); (11)Relative age of first facial hair; (21)Leg fat mass (right); (33)Non-cancer illness code, self-reported: hypertension; (21)Leg fat percentage (left); (21)Waist circumference; (21)Arm fat percentage (left); (21)Weight; (18)Average weekly beer plus cider intake; (73)Medication for cholesterol, blood pressure or diabetes: None of the above; (21)Comparative body size at age 10; (21)Impedance of arm (left); (21)Trunk predicted mass; (33)Vascular/heart problems diagnosed by doctor: None of the above; (21)Body fat percentage; (29)Cancer code, self-reported: breast cancer; (21)Arm predicted mass (left); (21)Arm fat percentage (right); (3)Usual walking pace; (7)Sleep duration; (11)Alcohol intake frequency.; (195)Heel bone mineral density (BMD) T-score, automated; (21)Leg fat-free mass (right); (21)Whole body fat mass; (21)Arm predicted mass (right); (21)Leg fat percentage (right); (14)Diabetes diagnosed by doctor; (21)Trunk fat mass; (43)Illnesses of father: Diabetes; (33)Vascular/heart problems diagnosed by doctor: High blood pressure; (174)Age when periods started (menarche); (14)Non-cancer illness code, self-reported: diabetes; (21)Arm fat mass (left); (21)Whole body water mass; (21)Impedance of leg (left); (21)Leg predicted mass (right); (21)Leg predicted mass (left); (21)Impedance of whole body; (21)Arm fat-free mass (right); (43)Treatment/medication code: metformin; (21)Basal metabolic rate; (21)Arm fat-free mass (left); (21)Trunk fat-free mass; (21)Trunk fat percentage; (21)Impedance of leg (right); (21)Arm fat mass (right); (21)Leg fat mass (left); (10)Snoring; (21)Whole body fat-free mass; (181)Sodium in urine; (21)Leg fat-free mass (left); (8)Morning/evening person (chronotype); (21)Hip circumference
