pathway	n_phen	n_clust	enrich_un_n2	un_n2_erich
PIONTEK_PKD1_TARGETS_UP	6	5	2	2
KAAB_FAILED_HEART_VENTRICLE_DN	7	6	3	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_14	5	4	1	0
ZHAN_MULTIPLE_MYELOMA_PR_UP	17	6	3	3
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN	20	9	5	2
VARELA_ZMPSTE24_TARGETS_UP	15	8	3	1
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	4	3	1	1
SNIJDERS_AMPLIFIED_IN_HEAD_AND_NECK_TUMORS	27	12	5	3
WINNEPENNINCKX_MELANOMA_METASTASIS_DN	7	6	2	1
BARRIER_COLON_CANCER_RECURRENCE_UP	10	7	3	3
CONRAD_STEM_CELL	12	9	5	1
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	7	7	4	1
CHANDRAN_METASTASIS_TOP50_DN	12	9	6	3
GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN	24	14	5	3
MCDOWELL_ACUTE_LUNG_INJURY_UP	12	6	3	0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	13	10	6	3
chr9q33	22	9	5	4
KERLEY_RESPONSE_TO_CISPLATIN_UP	13	8	4	2
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	11	7	3	2
XU_CREBBP_TARGETS_DN	8	6	3	1
TESAR_ALK_TARGETS_HUMAN_ES_4D_DN	4	4	2	0
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP	3	3	1	0
WANG_RESPONSE_TO_PACLITAXEL_VIA_MAPK8_DN	4	4	1	0
RAFFEL_VEGFA_TARGETS_DN	3	3	1	0
TESAR_ALK_TARGETS_HUMAN_ES_5D_DN	4	4	2	0
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP	33	8	4	3
REACTOME_INTERFERON_GAMMA_SIGNALING	13	9	5	3
KRAS.50_UP.V1_UP	12	8	3	3
chr2q35	18	9	3	1
GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_UP	36	10	7	3
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP	32	11	6	4
chr15q26	15	7	2	2
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP	19	8	2	3
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	20	8	4	3
ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	26	9	5	2
chr12q14	17	7	2	2
MENSSEN_MYC_TARGETS	22	5	2	2
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN	35	12	6	4
BENPORATH_ES_2	18	8	4	2
WANG_CLIM2_TARGETS_DN	20	12	5	2
CAMPS_COLON_CANCER_COPY_NUMBER_UP	19	10	3	2
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	19	8	4	2
GSE11818_WT_VS_DICER_KO_TREG_UP	16	11	3	1
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN	13	5	2	1
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	20	8	3	3
REACTOME_COLLAGEN_FORMATION	12	6	2	2
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN	18	12	5	4
GSE13229_IMM_VS_INTMATURE_NKCELL_UP	36	16	9	5
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	32	12	6	3
SU_TESTIS	22	8	2	2
GALE_APL_WITH_FLT3_MUTATED_UP	10	5	2	2
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP	14	9	4	1
chr2p12	17	7	2	0
PID_INTEGRIN1_PATHWAY	13	8	3	2
MOOTHA_VOXPHOS	9	5	2	2
BURTON_ADIPOGENESIS_PEAK_AT_0HR	22	6	2	2
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	21	11	3	2
KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP	21	7	2	2
KAYO_CALORIE_RESTRICTION_MUSCLE_DN	10	9	4	3
ATCTTGC_MIR31	23	11	6	3
TOOKER_GEMCITABINE_RESISTANCE_DN	22	7	3	2
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	13	6	2	2
TACGGGT_MIR99A_MIR100_MIR99B	13	6	2	0
BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN	22	7	4	2
ZHAN_MULTIPLE_MYELOMA_MS_UP	30	12	4	2
KEGG_OXIDATIVE_PHOSPHORYLATION	15	5	2	2
GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_DN	17	11	3	3
GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	17	7	2	2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	19	8	4	2
SUZUKI_RESPONSE_TO_TSA	5	4	1	2
DAIRKEE_TERT_TARGETS_DN	27	10	4	2
chr7p14	12	8	3	2
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	19	8	2	2
chr8p21	17	8	3	2
GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_DN	22	12	4	2
VALK_AML_CLUSTER_13	9	6	2	1
chr3p14	17	12	3	0
chr6q13	17	7	2	2
SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER	9	6	3	2
BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP	17	6	2	0
IGARASHI_ATF4_TARGETS_DN	12	7	2	2
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	24	8	4	3
GSE6259_33D1_POS_DC_VS_CD8_TCELL_DN	13	8	4	1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	21	9	3	2
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	11	8	4	2
CHEN_HOXA5_TARGETS_9HR_DN	11	6	2	2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21	8	3	2	2
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	11	6	3	2
CADWELL_ATG16L1_TARGETS_UP	28	11	6	4
SMITH_TERT_TARGETS_DN	16	8	2	2
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	14	8	2	2
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP	27	11	4	2
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	32	12	6	3
PID_SYNDECAN_1_PATHWAY	12	5	2	2
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	19	8	4	1
KANG_CISPLATIN_RESISTANCE_UP	13	6	2	2
KANG_AR_TARGETS_UP	9	5	2	2
GSE12484_HEALTHY_VS_PERIDONTITIS_NEUTROPHILS_DN	22	12	5	2
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_DN	24	10	3	2
ZHANG_PROLIFERATING_VS_QUIESCENT	24	10	5	3
KANG_GIST_WITH_PDGFRA_UP	10	8	3	3
RADMACHER_AML_PROGNOSIS	21	11	6	2
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	22	10	5	1
HALLMARK_ANGIOGENESIS	21	7	3	2
GILDEA_METASTASIS	9	5	2	1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	14	4	2	2
GYORFFY_DOXORUBICIN_RESISTANCE	19	7	2	2
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	22	8	2	2
LEE_LIVER_CANCER_E2F1_DN	11	7	3	2
NABA_COLLAGENS	11	6	2	2
JIANG_HYPOXIA_CANCER	8	6	2	2
ESC_V6.5_UP_LATE.V1_DN	13	9	3	3
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	11	5	3	2
HARRIS_HYPOXIA	20	6	2	2
SUNG_METASTASIS_STROMA_UP	28	9	2	2
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	17	6	3	1
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TCONV_CD4_TCELL_UP	18	12	4	4
GSE11961_FOLLICULAR_BCELL_VS_MARGINAL_ZONE_BCELL_DN	28	10	4	3
MEISSNER_NPC_ICP_WITH_H3_UNMETHYLATED	6	4	1	1
ST_GRANULE_CELL_SURVIVAL_PATHWAY	17	6	3	1
GSE41867_DAY8_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	33	9	3	2
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_UP	21	11	4	2
GENTILE_UV_RESPONSE_CLUSTER_D7	10	6	2	2
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_DN	16	7	2	2
RAY_ALZHEIMERS_DISEASE	15	4	2	2
chr1p22	11	8	3	0
SAKAI_TUMOR_INFILTRATING_MONOCYTES_UP	16	8	2	2
ZEMBUTSU_SENSITIVITY_TO_VINBLASTINE	9	6	2	1
REACTOME_METAL_ION_SLC_TRANSPORTERS	15	7	2	0
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN	16	10	4	2
CAFFAREL_RESPONSE_TO_THC_24HR_5_DN	22	6	2	2
GSE29618_BCELL_VS_PDC_DN	31	13	7	4
MAYBURD_RESPONSE_TO_L663536_UP	18	6	2	2
YRTCANNRCGC_UNKNOWN	23	8	3	2
RHODES_CANCER_META_SIGNATURE	14	4	2	2
LEE_LIVER_CANCER_DENA_UP	11	8	2	0
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	12	9	2	2
JEON_SMAD6_TARGETS_UP	6	4	1	1
PID_INTEGRIN4_PATHWAY	10	5	2	2
MIKKELSEN_NPC_ICP_WITH_H3K27ME3	10	5	2	2
MURAKAMI_UV_RESPONSE_1HR_UP	7	5	2	1
GGGGCCC_MIR296	18	7	2	2
BROWNE_HCMV_INFECTION_12HR_UP	24	12	5	2
STEARMAN_TUMOR_FIELD_EFFECT_UP	23	9	4	2
GSE17721_0.5H_VS_4H_PAM3CSK4_BMDC_UP	22	9	3	2
DEMAGALHAES_AGING_UP	14	5	2	1
BURTON_ADIPOGENESIS_7	24	6	3	2
chr9q21	11	8	2	2
chr12q15	7	5	1	1
KEGG_PENTOSE_PHOSPHATE_PATHWAY	13	6	2	2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	17	5	2	2
ROETH_TERT_TARGETS_DN	7	5	2	0
PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2	18	6	2	2
MARCHINI_TRABECTEDIN_RESISTANCE_DN	15	7	3	2
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	24	9	4	2
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	11	9	4	2
AKL_HTLV1_INFECTION_DN	18	9	2	2
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	17	7	3	2
GEISS_RESPONSE_TO_DSRNA_DN	25	5	3	2
GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN	35	10	6	4
GSE4984_UNTREATED_VS_LPS_TREATED_DC_UP	24	12	5	2
GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_UP	17	7	2	2
chr9q34	16	9	5	3
JIANG_AGING_CEREBRAL_CORTEX_UP	18	8	3	2
SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN	18	7	3	2
MOOTHA_GLUCONEOGENESIS	15	7	2	2
GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_DN	19	9	3	2
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	20	11	7	4
GSE11924_TFH_VS_TH1_CD4_TCELL_DN	29	13	6	3
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	19	5	2	2
PID_RHOA_PATHWAY	19	7	2	2
ROY_WOUND_BLOOD_VESSEL_UP	21	5	2	1
MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS	26	12	3	1
GRADE_METASTASIS_DN	10	5	2	2
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	15	7	3	0
LOPEZ_EPITHELIOID_MESOTHELIOMA	11	6	3	1
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	6	4	2	1
PATTERSON_DOCETAXEL_RESISTANCE	18	5	2	2
ODONNELL_METASTASIS_DN	13	4	2	2
YE_METASTATIC_LIVER_CANCER	12	7	3	0
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	9	5	2	2
EPPERT_PROGENITOR	13	7	2	2
CHANG_IMMORTALIZED_BY_HPV31_UP	30	10	4	2
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN	6	4	1	0
MATZUK_STEROIDOGENESIS	8	6	3	3
NADELLA_PRKAR1A_TARGETS_UP	6	4	1	1
LEE_LIVER_CANCER_MYC_E2F1_UP	20	6	2	2
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	21	7	3	2
chr12p13	16	6	3	2
WEINMANN_ADAPTATION_TO_HYPOXIA_UP	10	7	2	1
chr20p11	13	8	3	1
KEGG_HISTIDINE_METABOLISM	15	3	2	2
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	10	6	4	2
HOEGERKORP_CD44_TARGETS_DIRECT_UP	16	7	2	1
LIAN_LIPA_TARGETS_6M	17	9	3	2
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	15	9	3	2
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP	18	5	2	0
chr7q33	8	7	2	1
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	19	8	3	2
GSE3982_CENT_MEMORY_CD4_TCELL_VS_NKCELL_DN	28	12	4	2
BASSO_CD40_SIGNALING_DN	20	8	2	1
YGTCCTTGR_UNKNOWN	29	9	2	2
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2	18	9	4	3
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN	18	11	3	2
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	19	6	3	1
ROZANOV_MMP14_TARGETS_DN	7	5	1	1
chr16q23	19	9	4	2
LIU_BREAST_CANCER	7	5	2	1
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	10	8	2	2
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	18	8	3	2
GSE19825_NAIVE_VS_IL2RAHIGH_DAY3_EFF_CD8_TCELL_UP	18	9	2	2
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	25	5	2	2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	10	5	2	2
NAKAMURA_METASTASIS	14	6	2	2
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	8	5	2	2
TSENG_ADIPOGENIC_POTENTIAL_UP	10	7	1	2
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	3	3	1	1
YU_BAP1_TARGETS	16	7	2	2
chr14q23	16	5	2	2
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	3	2	1	2
CHOW_RASSF1_TARGETS_DN	9	6	3	1
VERNELL_RETINOBLASTOMA_PATHWAY_UP	21	7	3	2
GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_DN	27	12	5	3
REACTOME_NCAM1_INTERACTIONS	11	6	3	2
GSE7768_OVA_WITH_LPS_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	24	13	5	2
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_UP	8	6	2	2
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	6	4	1	1
BECKER_TAMOXIFEN_RESISTANCE_DN	28	11	5	2
TSENG_IRS1_TARGETS_UP	29	11	6	3
NIELSEN_SCHWANNOMA_DN	23	10	4	3
WENG_POR_TARGETS_LIVER_DN	11	5	2	1
NIELSEN_SYNOVIAL_SARCOMA_UP	8	4	1	0
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	18	8	3	1
FARMER_BREAST_CANCER_CLUSTER_6	18	8	4	0
BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN	13	5	2	1
GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_DN	27	9	4	2
NABA_BASEMENT_MEMBRANES	10	7	2	0
LEE_LIVER_CANCER_CIPROFIBRATE_UP	11	7	2	2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_9	13	8	4	3
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN	21	9	3	1
KYNG_NORMAL_AGING_DN	11	6	2	1
GGTAACC_MIR4095P	21	10	5	2
STAEGE_EWING_FAMILY_TUMOR	25	6	3	2
BAE_BRCA1_TARGETS_DN	13	6	2	0
WIERENGA_PML_INTERACTOME	17	7	3	2
DOANE_BREAST_CANCER_ESR1_DN	13	6	2	2
MYOGNF1_01	27	7	3	2
RASHI_RESPONSE_TO_IONIZING_RADIATION_3	22	6	3	1
JAEGER_METASTASIS_UP	17	9	4	1
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	18	5	3	1
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	6	5	2	1
WEBER_METHYLATED_LCP_IN_SPERM_UP	8	4	2	0
TSUTSUMI_FBXW8_TARGETS	16	7	3	2
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	17	8	2	2
WEBER_METHYLATED_IN_COLON_CANCER	8	7	3	1
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP	13	7	3	3
KANG_FLUOROURACIL_RESISTANCE_UP	18	10	5	4
MAINA_VHL_TARGETS_DN	9	5	2	1
MURATA_VIRULENCE_OF_H_PILORI	16	5	2	2
KAMIKUBO_MYELOID_MN1_NETWORK	7	6	3	0
chr20p12	12	8	3	3
TANG_SENESCENCE_TP53_TARGETS_UP	16	6	2	2
MALONEY_RESPONSE_TO_17AAG_UP	12	5	2	2
NADERI_BREAST_CANCER_PROGNOSIS_UP	10	6	2	0
XU_GH1_EXOGENOUS_TARGETS_UP	13	6	2	2
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_DN	17	8	3	3
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	19	7	3	2
REACTOME_APOPTOTIC_EXECUTION_PHASE	19	8	3	1
ZHAN_MULTIPLE_MYELOMA_LB_UP	23	7	3	1
chr2q33	24	11	4	0
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP	7	5	2	1
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	8	6	2	0
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	20	7	2	2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	8	6	2	1
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	15	5	2	2
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	12	5	2	2
REACTOME_INSULIN_RECEPTOR_RECYCLING	9	6	3	2
YUAN_ZNF143_PARTNERS	6	5	3	1
VALK_AML_CLUSTER_9	15	10	5	0
SCHRAETS_MLL_TARGETS_DN	9	7	3	1
HARRIS_BRAIN_CANCER_PROGENITORS	11	9	3	1
HUANG_DASATINIB_RESISTANCE_UP	17	9	2	1
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	5	4	1	1
MARTINELLI_IMMATURE_NEUTROPHIL_DN	5	3	1	0
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	7	6	2	2
MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP	15	6	2	2
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	4	3	1	0
CHAN_INTERFERON_PRODUCING_DENDRITIC_CELL	7	5	2	1
OXFORD_RALA_TARGETS_DN	7	5	2	1
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	20	9	3	2
SCHLESINGER_METHYLATED_IN_COLON_CANCER	14	8	4	0
SU_PANCREAS	24	12	4	2
GSE13522_WT_VS_IFNG_KO_SKIN_UP	11	8	3	2
KEGG_TYROSINE_METABOLISM	20	7	2	2
REACTOME_PROTEIN_FOLDING	10	6	2	1
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN	26	11	4	2
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	10	6	3	2
STAT3_01	14	5	2	1
REACTOME_GAP_JUNCTION_TRAFFICKING	16	5	2	1
SUMI_HNF4A_TARGETS	8	4	1	1
SAGIV_CD24_TARGETS_UP	8	6	1	2
GTAAGAT_MIR200A	22	12	3	2
LIAN_LIPA_TARGETS_3M	16	9	3	2
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	9	5	2	2
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	18	6	3	3
EHLERS_ANEUPLOIDY_UP	11	6	2	1
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	21	13	8	2
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	24	9	3	2
chr12q12	28	11	6	2
REACTOME_GLUCOSE_TRANSPORT	12	6	3	2
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	8	6	3	1
LINDVALL_IMMORTALIZED_BY_TERT_DN	23	8	2	2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_8	21	8	4	1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	12	4	2	2
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	31	8	4	2
BIOCARTA_SRCRPTP_PATHWAY	20	7	4	2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12	5	3	1	1
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	6	4	1	0
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_DN	15	5	2	2
GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_8D_CULTURE_UP	25	11	5	2
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP	7	5	2	2
MEISSNER_ES_ICP_WITH_H3K4ME3	11	4	2	2
WU_HBX_TARGETS_2_UP	8	4	2	1
ONO_AML1_TARGETS_UP	13	5	2	0
SINGH_KRAS_DEPENDENCY_SIGNATURE_	20	7	2	1
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP	5	5	1	1
REACTOME_MRNA_3_END_PROCESSING	7	6	3	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	9	7	2	1
PPARA_01	21	5	2	1
GARCIA_TARGETS_OF_FLI1_AND_DAX1_UP	10	7	2	1
DAZARD_UV_RESPONSE_CLUSTER_G1	8	6	2	2
HALLMARK_BILE_ACID_METABOLISM	6	5	1	1
NIKOLSKY_BREAST_CANCER_12Q13_Q21_AMPLICON	5	4	1	1
WENG_POR_TARGETS_GLOBAL_DN	21	8	5	1
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	6	4	2	1
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	12	7	3	1
GLI1_UP.V1_UP	6	5	2	2
chr14q22	8	6	2	2
GENTILE_UV_RESPONSE_CLUSTER_D5	23	8	4	2
LEIN_ASTROCYTE_MARKERS	14	7	2	2
GTTNYYNNGGTNA_UNKNOWN	7	5	2	2
WU_HBX_TARGETS_1_UP	12	6	3	3
CHANG_POU5F1_TARGETS_UP	11	5	2	1
ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_UP	14	5	2	1
PIONTEK_PKD1_TARGETS_DN	19	5	2	2
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_UP	16	7	4	4
GHO_ATF5_TARGETS_UP	13	7	2	0
HAHTOLA_CTCL_PATHOGENESIS	7	6	2	2
HOEGERKORP_CD44_TARGETS_DIRECT_DN	11	5	2	1
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	6	4	2	2
KANG_FLUOROURACIL_RESISTANCE_DN	13	8	3	1
DAZARD_UV_RESPONSE_CLUSTER_G4	12	4	2	1
chr22q12	9	6	2	2
chr1q42	15	7	2	0
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_UP	23	8	4	2
KUROKAWA_LIVER_CANCER_CHEMOTHERAPY_DN	8	5	2	2
PASTURAL_RIZ1_TARGETS_DN	20	7	3	2
KORKOLA_CHORIOCARCINOMA	4	4	1	0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3	5	3	1	2
PHONG_TNF_TARGETS_DN	2	2	1	0
RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_UP	5	4	1	1
DANG_REGULATED_BY_MYC_UP	9	6	3	1
PETRETTO_HEART_MASS_QTL_CIS_UP	6	4	1	1
REACTOME_RNA_POL_III_TRANSCRIPTION	6	5	2	2
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	29	8	4	2
GSE8835_CD4_VS_CD8_TCELL_DN	24	10	5	2
REACTOME_METABOLISM_OF_NON_CODING_RNA	5	4	2	1
WARTERS_IR_RESPONSE_5GY	13	5	2	2
NAKAMURA_ADIPOGENESIS_EARLY_DN	18	8	3	2
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	18	10	4	1
SHIN_B_CELL_LYMPHOMA_CLUSTER_5	7	4	3	1
KIM_LRRC3B_TARGETS	9	4	2	1
REACTOME_BASE_EXCISION_REPAIR	6	4	2	2
MOOTHA_GLYCOLYSIS	12	3	2	2
WANG_RESPONSE_TO_PACLITAXEL_VIA_MAPK8_UP	11	7	3	3
KEGG_CITRATE_CYCLE_TCA_CYCLE	10	6	3	1
KYNG_WERNER_SYNDROM_DN	6	5	1	1
YANG_BREAST_CANCER_ESR1_DN	6	5	1	0
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	4	2	1	1
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	7	6	2	2
MCCLUNG_DELTA_FOSB_TARGETS_8WK	27	8	3	2
chr3p22	10	7	2	0
CROMER_TUMORIGENESIS_UP	10	5	2	1
MIKKELSEN_MEF_LCP_WITH_H3K27ME3	18	3	2	1
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	19	10	3	3
GUILLAUMOND_KLF10_TARGETS_DN	7	6	3	0
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	12	7	3	2
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	7	5	2	1
